type,id,author,editor,advisor,note,title,pages,article_no,num_pages,keywords,doi,journal,issue_date,volume,issue_no,description,month,year,issn,booktitle,acronym,edition,isbn,conf_loc,publisher,publisher_loc
article,3194798,Simos  Gerasimou and Maria  Kechagia and Dimitris  Kolovos and Richard  Paige and Georgios  Gousios,,,,On Software Modernisation Due to Library Obsolescence,6--9,,4,"application programming interfaces, library evolution, software libraries, software modernisation, visualisation",10.1145/3194793.3194798,,,,,,,2018,,Proceedings of the 2Nd International Workshop on API Usage and Evolution,WAPI '18,,978-1-4503-5754-8,"Gothenburg, Sweden",ACM,"New York, NY, USA"
